Cliente	Anio	Mes	Minutos_Trabajados
2909	2017	02	597
2909	2017	04	470
2909	2017	06	556
2909	2017	08	671
2909	2017	10	644
2909	2017	12	461
2909	2018	02	543
2909	2018	04	421
2909	2018	06	533
2909	2018	08	430
2909	2018	10	1093
2909	2018	12	789
2909	2019	02	708
2909	2019	04	556
2909	2019	06	812
2909	2019	08	1129
2909	2019	10	866
2909	2019	12	598
2909	2020	02	796
2909	2020	03	338
2909	2020	04	339
2909	2020	05	593
2909	2020	06	593
2909	2020	07	857
2909	2020	08	858
2909	2020	09	593
2909	2020	10	593
2909	2020	11	394
2909	2020	12	394
2909	2021	01	403
2909	2021	02	403
2909	2021	03	317
2909	2021	04	318
2917	2014	02	353
2917	2014	04	299
2917	2014	06	310
2917	2014	08	298
2917	2014	10	299
2917	2014	12	313
2917	2015	02	323
2917	2015	04	326
2917	2015	06	313
2917	2015	08	300
2917	2015	10	301
2917	2015	12	317
2917	2016	02	364
2917	2016	04	348
2917	2016	06	352
2917	2016	08	331
2917	2016	10	329
2917	2016	12	366
2917	2017	02	400
2917	2017	04	352
2917	2017	06	344
2917	2017	08	341
2917	2017	10	333
2917	2017	12	357
2917	2018	02	419
2917	2018	04	328
2917	2018	06	324
2917	2018	08	318
2917	2018	10	337
2917	2018	12	370
2917	2019	02	467
2917	2019	04	382
2917	2019	06	287
2917	2019	08	259
2917	2019	10	255
2917	2019	12	262
2917	2020	02	458
2917	2020	03	187
2917	2020	04	188
2917	2020	06	266
2917	2020	07	153
2917	2020	08	154
2917	2020	09	154
2917	2020	10	154
2917	2020	11	172
2917	2020	12	173
2917	2021	01	257
2917	2021	02	257
2917	2021	03	216
2917	2021	04	216
2924	2014	02	491
2924	2014	04	610
2924	2014	06	331
2924	2014	08	333
2924	2014	10	306
2924	2014	12	434
2924	2015	02	466
2924	2015	04	421
2924	2015	06	561
2924	2015	08	446
2924	2015	10	295
2924	2015	12	418
2924	2016	02	479
2924	2016	04	354
2924	2016	06	408
2924	2016	08	432
2924	2016	10	417
2924	2016	12	450
2924	2017	02	476
2924	2017	04	430
2924	2017	06	396
2924	2017	08	392
2924	2017	10	399
2924	2017	12	448
2924	2018	02	573
2924	2018	04	529
2924	2018	06	493
2924	2018	08	446
2924	2018	10	451
2924	2018	12	494
2924	2019	02	461
2924	2019	04	465
2924	2019	06	445
2924	2019	08	434
2924	2019	10	425
2924	2019	12	494
2924	2020	02	540
2924	2020	03	288
2924	2020	04	289
2924	2020	05	251
2924	2020	06	251
2924	2020	07	220
2924	2020	08	221
2924	2020	09	209
2924	2020	10	209
2924	2020	11	233
2924	2020	12	234
2924	2021	01	329
2924	2021	02	330
2924	2021	03	313
2924	2021	04	313
2926	2014	02	596
2926	2014	04	493
2926	2014	06	442
2926	2014	08	377
2926	2014	10	427
2926	2014	12	366
2926	2015	02	386
2926	2015	04	243
2926	2015	06	203
2926	2015	08	163
2926	2015	10	159
2926	2015	12	203
2926	2016	02	162
2926	2016	04	235
2926	2016	06	170
2926	2016	08	157
2926	2016	10	167
2926	2016	12	165
2926	2017	02	188
2926	2017	04	165
2926	2017	06	150
2926	2017	08	221
2926	2017	10	176
2926	2017	12	247
2926	2018	02	324
2926	2018	04	264
2926	2018	06	258
2926	2018	08	259
2926	2018	10	245
2926	2018	12	245
2926	2019	02	265
2926	2019	04	278
2926	2019	06	273
2926	2019	08	307
2926	2019	10	248
2926	2019	12	251
2926	2020	02	268
2926	2020	03	155
2926	2020	04	156
2926	2020	06	231
2926	2020	07	157
2926	2020	08	157
2926	2020	09	140
2926	2020	10	141
2926	2020	11	159
2926	2020	12	160
2926	2021	01	166
2926	2021	02	166
2926	2021	03	148
2926	2021	04	148
2928	2014	02	273
2928	2014	04	253
2928	2014	06	297
2928	2014	08	297
2928	2014	10	277
2928	2014	12	226
2928	2015	02	220
2928	2015	04	209
2928	2015	06	225
2928	2015	08	212
2928	2015	10	191
2928	2015	12	212
2928	2016	02	214
2928	2016	04	192
2928	2016	06	190
2928	2016	10	143
2928	2016	12	114
2928	2017	02	125
2928	2017	04	123
2928	2017	06	111
2928	2017	08	120
2928	2017	10	124
2928	2017	12	131
2928	2018	02	185
2928	2018	04	140
2928	2018	06	130
2928	2018	08	116
2928	2018	10	121
2928	2018	12	150
2928	2019	02	165
2928	2019	04	168
2928	2019	06	159
2928	2019	08	139
2928	2019	10	144
2928	2019	12	100
2928	2020	02	175
2928	2020	03	115
2928	2020	04	115
2928	2020	06	162
2928	2020	07	107
2928	2020	08	107
2928	2020	09	110
2928	2020	10	110
2928	2020	11	108
2928	2020	12	108
2928	2021	01	124
2928	2021	02	125
2928	2021	03	116
2928	2021	04	117
2930	2014	02	476
2930	2014	04	446
2930	2014	06	430
2930	2014	08	439
2930	2014	10	417
2930	2014	12	435
2930	2015	02	567
2930	2015	04	482
2930	2015	06	466
2930	2015	08	437
2930	2015	10	450
2930	2015	12	546
2930	2016	02	700
2930	2016	04	581
2930	2016	06	524
2930	2016	08	502
2930	2016	10	509
2930	2016	12	530
2930	2017	02	675
2930	2017	04	564
2930	2017	06	517
2930	2017	08	486
2930	2017	10	566
2930	2017	12	555
2930	2018	02	912
2930	2018	04	527
2930	2018	06	499
2930	2018	08	490
2930	2018	10	538
2930	2018	12	548
2930	2019	02	634
2930	2019	04	223
2930	2019	06	261
2930	2019	08	284
2930	2019	10	269
2930	2019	12	227
2930	2020	02	337
2930	2020	03	180
2930	2020	04	181
2930	2020	06	242
2930	2020	07	150
2930	2020	08	150
2930	2020	09	169
2930	2020	10	169
2930	2020	11	179
2930	2020	12	179
2930	2021	01	221
2930	2021	02	222
2930	2021	03	276
2930	2021	04	277
2931	2014	02	376
2931	2014	04	290
2931	2014	06	310
2931	2014	08	329
2931	2014	10	327
2931	2014	12	303
2931	2015	02	405
2931	2015	04	214
2931	2015	06	242
2931	2015	08	239
2931	2015	10	210
2931	2015	12	227
2931	2016	02	317
2931	2016	04	262
2931	2016	06	149
2931	2016	10	207
2931	2016	12	235
2931	2017	02	372
2931	2017	04	234
2931	2017	06	208
2931	2017	08	201
2931	2017	10	118
2931	2017	12	191
2931	2018	02	504
2931	2018	04	212
2931	2018	06	186
2931	2018	08	164
2931	2018	10	186
2931	2018	12	179
2931	2019	02	312
2931	2019	04	204
2931	2019	06	205
2931	2019	08	219
2931	2019	10	183
2931	2019	12	206
2931	2020	02	344
2931	2020	03	152
2931	2020	04	152
2931	2020	06	208
2931	2020	07	125
2931	2020	08	125
2931	2020	09	117
2931	2020	10	118
2931	2020	11	122
2931	2020	12	123
2931	2021	01	148
2931	2021	02	149
2931	2021	03	153
2931	2021	04	154
2932	2014	02	615
2932	2014	02	1041
2932	2014	04	464
2932	2014	04	900
2932	2014	06	317
2932	2014	06	396
2932	2014	08	76
2932	2014	08	322
2932	2014	08	598
2932	2014	10	572
2932	2014	10	337
2932	2014	12	260
2932	2014	12	427
2932	2015	02	61
2932	2015	02	799
2932	2015	02	434
2932	2015	04	572
2932	2015	04	64
2932	2015	04	344
2932	2015	06	357
2932	2015	06	625
2932	2015	08	1127
2932	2015	08	62
2932	2015	08	492
2932	2015	10	856
2932	2015	10	357
2932	2015	12	293
2932	2015	12	609
2932	2016	02	491
2932	2016	02	903
2932	2016	04	533
2932	2016	04	337
2932	2016	06	308
2932	2016	06	594
2932	2016	08	863
2932	2016	08	305
2932	2016	10	556
2932	2016	10	272
2932	2016	12	277
2932	2016	12	527
2932	2017	02	354
2932	2017	02	853
2932	2017	04	76
2932	2017	04	489
2932	2017	04	303
2932	2017	06	93
2932	2017	06	293
2932	2017	06	422
2932	2017	08	396
2932	2017	08	117
2932	2017	08	454
2932	2017	10	461
2932	2017	10	352
2932	2017	10	130
2932	2017	12	500
2932	2017	12	73
2932	2017	12	272
2932	2018	02	607
2932	2018	02	71
2932	2018	02	1159
2932	2018	04	300
2932	2018	04	451
2932	2018	06	302
2932	2018	06	430
2932	2018	08	321
2932	2018	08	483
2932	2018	10	74
2932	2018	10	337
2932	2018	10	430
2932	2018	12	543
2932	2018	12	63
2932	2018	12	300
2932	2019	02	383
2932	2019	02	1015
2932	2019	04	74
2932	2019	04	267
2932	2019	04	700
2932	2019	06	244
2932	2019	06	61
2932	2019	06	404
2932	2019	08	119
2932	2019	08	318
2932	2019	08	518
2932	2019	10	76
2932	2019	10	298
2932	2019	10	485
2932	2019	12	480
2932	2019	12	269
2932	2020	02	1136
2932	2020	02	449
2932	2020	03	214
2932	2020	03	426
2932	2020	04	215
2932	2020	04	426
2932	2020	06	347
2932	2020	06	127
2932	2020	06	477
2932	2020	07	210
2932	2020	07	74
2932	2020	07	262
2932	2020	08	210
2932	2020	08	263
2932	2020	08	74
2932	2020	09	67
2932	2020	09	184
2932	2020	09	251
2932	2020	10	185
2932	2020	10	67
2932	2020	10	251
2932	2020	11	61
2932	2020	11	174
2932	2020	11	315
2932	2020	12	61
2932	2020	12	174
2932	2020	12	315
2932	2021	01	655
2932	2021	01	299
2932	2021	02	655
2932	2021	02	299
2932	2021	03	207
2932	2021	03	344
2932	2021	04	207
2932	2021	04	344
2934	2014	02	316
2934	2014	04	313
2934	2014	06	300
2934	2014	08	298
2934	2014	10	298
2934	2014	12	350
2934	2015	02	516
2934	2015	04	414
2934	2015	06	279
2934	2015	08	284
2934	2015	10	359
2934	2015	12	414
2934	2016	02	464
2934	2016	04	453
2934	2016	06	365
2934	2016	08	249
2934	2016	10	258
2934	2016	12	280
2934	2017	02	316
2934	2017	04	277
2934	2017	06	248
2934	2017	08	245
2934	2017	10	248
2934	2017	12	283
2934	2018	02	346
2934	2018	04	275
2934	2018	06	241
2934	2018	08	232
2934	2018	10	244
2934	2018	12	260
2934	2019	02	281
2934	2019	04	279
2934	2019	06	215
2934	2019	08	211
2934	2019	10	210
2934	2019	12	202
2934	2020	02	228
2934	2020	03	121
2934	2020	04	122
2934	2020	06	209
2934	2020	07	124
2934	2020	08	124
2934	2020	09	123
2934	2020	10	123
2934	2020	11	128
2934	2020	12	129
2934	2021	01	153
2934	2021	02	153
2934	2021	03	145
2934	2021	04	145
2937	2014	02	308
2937	2014	04	235
2937	2014	06	242
2937	2014	08	256
2937	2014	10	274
2937	2014	12	236
2937	2015	02	432
2937	2015	04	283
2937	2015	06	256
2937	2015	08	252
2937	2015	10	241
2937	2015	12	240
2937	2016	02	323
2937	2016	04	260
2937	2016	06	236
2937	2016	08	231
2937	2016	10	222
2937	2016	12	237
2937	2017	02	307
2937	2017	04	251
2937	2017	06	219
2937	2017	08	199
2937	2017	10	213
2937	2017	12	235
2937	2018	02	453
2937	2018	04	246
2937	2018	06	226
2937	2018	08	213
2937	2018	10	229
2937	2018	12	267
2937	2019	02	354
2937	2019	04	274
2937	2019	06	232
2937	2019	08	230
2937	2019	10	227
2937	2019	12	231
2937	2020	02	481
2937	2020	03	170
2937	2020	04	170
2937	2020	06	225
2937	2020	07	134
2937	2020	08	135
2937	2020	09	131
2937	2020	10	131
2937	2020	11	133
2937	2020	12	134
2937	2021	01	185
2937	2021	02	185
2937	2021	03	165
2937	2021	04	166
2938	2014	02	640
2938	2014	04	373
2938	2014	06	444
2938	2014	08	489
2938	2014	10	562
2938	2014	12	559
2938	2015	02	641
2938	2015	04	639
2938	2015	06	606
2938	2015	08	609
2938	2015	10	605
2938	2015	12	618
2938	2016	02	768
2938	2016	04	741
2938	2016	06	625
2938	2016	08	571
2938	2016	10	577
2938	2016	12	745
2938	2017	02	903
2938	2017	04	673
2938	2017	06	620
2938	2017	08	597
2938	2017	10	577
2938	2017	12	725
2938	2018	02	1132
2938	2018	04	793
2938	2018	06	671
2938	2018	08	611
2938	2018	10	626
2938	2018	12	828
2938	2019	02	923
2938	2019	04	782
2938	2019	06	714
2938	2019	08	633
2938	2019	10	402
2938	2019	12	345
2938	2020	02	525
2938	2020	03	224
2938	2020	04	224
2938	2020	05	178
2938	2020	06	179
2938	2020	07	179
2938	2020	08	180
2938	2020	09	176
2938	2020	10	176
2938	2020	11	194
2938	2020	12	194
2938	2021	01	252
2938	2021	02	253
2938	2021	03	230
2938	2021	04	231
2939	2014	02	629
2939	2014	04	590
2939	2014	06	535
2939	2014	08	514
2939	2014	10	498
2939	2014	12	547
2939	2015	02	680
2939	2015	04	605
2939	2015	06	500
2939	2015	08	509
2939	2015	10	517
2939	2015	12	541
2939	2016	02	730
2939	2016	04	713
2939	2016	06	532
2939	2016	08	518
2939	2016	10	555
2939	2016	12	626
2939	2017	02	905
2939	2017	04	647
2939	2017	06	595
2939	2017	08	531
2939	2017	10	1077
2939	2017	12	722
2939	2018	02	1281
2939	2018	04	615
2939	2018	06	666
2939	2018	08	893
2939	2018	10	564
2939	2018	12	514
2939	2019	02	688
2939	2019	04	614
2939	2019	06	494
2939	2019	08	526
2939	2019	10	558
2939	2019	12	444
2939	2020	02	761
2939	2020	03	363
2939	2020	04	363
2939	2020	06	320
2939	2020	07	173
2939	2020	08	173
2939	2020	09	456
2939	2020	10	456
2939	2020	11	355
2939	2020	12	356
2939	2021	01	321
2939	2021	02	321
2939	2021	03	225
2939	2021	04	226
2941	2014	02	231
2941	2014	04	223
2941	2014	06	208
2941	2014	08	201
2941	2014	10	194
2941	2014	12	207
2941	2015	02	237
2941	2015	04	229
2941	2015	06	227
2941	2015	08	215
2941	2015	10	203
2941	2015	12	219
2941	2016	02	248
2941	2016	04	248
2941	2016	06	228
2941	2016	08	214
2941	2016	10	223
2941	2016	12	242
2941	2017	02	245
2941	2017	04	228
2941	2017	06	218
2941	2017	08	218
2941	2017	10	212
2941	2017	12	235
2941	2018	02	272
2941	2018	04	239
2941	2018	06	227
2941	2018	08	215
2941	2018	10	214
2941	2018	12	237
2941	2019	02	260
2941	2019	04	253
2941	2019	06	235
2941	2019	08	225
2941	2019	10	220
2941	2019	12	229
2941	2020	02	264
2941	2020	03	153
2941	2020	04	153
2941	2020	06	222
2941	2020	07	134
2941	2020	08	135
2941	2020	09	129
2941	2020	10	129
2941	2020	11	144
2941	2020	12	145
2941	2021	01	157
2941	2021	02	158
2941	2021	03	153
2941	2021	04	154
2942	2014	02	376
2942	2014	04	360
2942	2014	06	357
2942	2014	08	324
2942	2014	10	321
2942	2014	12	320
2942	2015	02	343
2942	2015	04	343
2942	2015	06	355
2942	2015	08	386
2942	2015	10	392
2942	2015	12	405
2942	2016	02	400
2942	2016	04	386
2942	2016	06	328
2942	2016	08	315
2942	2016	10	335
2942	2016	12	392
2942	2017	02	390
2942	2017	04	335
2942	2017	06	357
2942	2017	08	373
2942	2017	10	419
2942	2017	12	432
2942	2018	02	508
2942	2018	04	463
2942	2018	06	383
2942	2018	08	405
2942	2018	10	410
2942	2018	12	380
2942	2019	02	483
2942	2019	04	511
2942	2019	06	496
2942	2019	08	496
2942	2019	10	509
2942	2019	12	485
2942	2020	02	544
2942	2020	03	251
2942	2020	04	251
2942	2020	06	425
2942	2020	07	229
2942	2020	08	229
2942	2020	09	210
2942	2020	10	210
2942	2020	11	222
2942	2020	12	222
2942	2021	01	256
2942	2021	02	256
2942	2021	03	206
2942	2021	04	206
2944	2014	02	551
2944	2014	04	475
2944	2014	06	440
2944	2014	08	476
2944	2014	10	402
2944	2014	12	443
2944	2015	02	563
2944	2015	04	487
2944	2015	06	455
2944	2015	08	461
2944	2015	10	410
2944	2015	12	400
2944	2016	02	558
2944	2016	04	440
2944	2016	06	376
2944	2016	08	485
2944	2016	10	382
2944	2016	12	398
2944	2017	02	643
2944	2017	04	504
2944	2017	06	461
2944	2017	08	499
2944	2017	10	450
2944	2017	12	425
2944	2018	02	798
2944	2018	04	447
2944	2018	06	414
2944	2018	08	475
2944	2018	10	459
2944	2018	12	490
2944	2019	02	642
2944	2019	04	555
2944	2019	06	495
2944	2019	08	522
2944	2019	10	498
2944	2019	12	462
2944	2020	02	684
2944	2020	03	280
2944	2020	04	280
2944	2020	06	537
2944	2020	07	294
2944	2020	08	295
2944	2020	09	243
2944	2020	10	244
2944	2020	11	236
2944	2020	12	237
2944	2021	01	309
2944	2021	02	310
2944	2021	03	274
2944	2021	04	274
2947	2014	02	379
2947	2014	04	347
2947	2014	06	339
2947	2014	08	321
2947	2014	10	329
2947	2014	12	335
2947	2015	02	432
2947	2015	04	430
2947	2015	06	322
2947	2015	08	273
2947	2015	10	259
2947	2015	12	280
2947	2016	02	352
2947	2016	04	294
2947	2016	06	234
2947	2016	08	223
2947	2016	10	240
2947	2016	12	236
2947	2017	02	285
2947	2017	04	233
2947	2017	06	215
2947	2017	08	238
2947	2017	10	222
2947	2017	12	297
2947	2018	02	274
2947	2018	04	430
2947	2018	06	335
2947	2018	08	348
2947	2018	10	352
2947	2018	12	308
2947	2019	02	401
2947	2019	04	376
2947	2019	06	315
2947	2019	08	352
2947	2019	10	331
2947	2019	12	336
2947	2020	02	351
2947	2020	03	181
2947	2020	04	182
2947	2020	06	362
2947	2020	07	182
2947	2020	08	182
2947	2020	09	180
2947	2020	10	181
2947	2020	11	181
2947	2020	12	182
2947	2021	01	185
2947	2021	02	186
2947	2021	03	172
2947	2021	04	173
2948	2014	02	540
2948	2014	04	452
2948	2014	06	258
2948	2014	08	169
2948	2014	10	149
2948	2014	12	139
2948	2015	02	268
2948	2015	04	203
2948	2015	06	117
2948	2015	08	115
2948	2015	10	123
2948	2015	12	136
2948	2016	02	97
2948	2016	04	90
2948	2016	06	101
2948	2016	08	129
2948	2016	10	121
2948	2016	12	388
2948	2017	02	578
2948	2017	04	523
2948	2017	06	450
2948	2017	08	417
2948	2017	10	439
2948	2017	12	564
2948	2018	02	628
2948	2018	04	514
2948	2018	06	473
2948	2018	08	458
2948	2018	10	516
2948	2018	12	607
2948	2019	02	643
2948	2019	04	538
2948	2019	06	499
2948	2019	08	442
2948	2019	10	430
2948	2019	12	464
2948	2020	02	586
2948	2020	03	294
2948	2020	04	294
2948	2020	05	333
2948	2020	06	334
2948	2020	07	390
2948	2020	08	390
2948	2020	09	439
2948	2020	10	439
2948	2020	11	490
2948	2020	12	490
2948	2021	01	463
2948	2021	02	463
2948	2021	03	462
2948	2021	04	462
2953	2014	02	1199
2953	2014	04	1199
2953	2014	06	918
2953	2014	08	988
2953	2014	10	754
2953	2014	12	843
2953	2015	02	1166
2953	2015	04	1038
2953	2015	06	994
2953	2015	08	1198
2953	2015	10	978
2953	2015	12	1079
2953	2016	02	1281
2953	2016	04	1027
2953	2016	06	854
2953	2016	08	992
2953	2016	10	894
2953	2016	12	1079
2953	2017	02	1312
2953	2017	04	1139
2953	2017	06	971
2953	2017	08	1260
2953	2017	10	1041
2953	2017	12	973
2953	2018	02	1118
2953	2018	04	939
2953	2018	06	1321
2953	2018	08	1637
2953	2018	10	1413
2953	2018	12	1153
2953	2019	02	1025
2953	2019	04	887
2953	2019	06	964
2953	2019	08	1458
2953	2019	10	1325
2953	2019	12	970
2953	2020	02	1231
2953	2020	03	438
2953	2020	04	439
2953	2020	05	819
2953	2020	06	820
2953	2020	07	839
2953	2020	08	839
2953	2020	09	514
2953	2020	10	515
2953	2020	11	526
2953	2020	12	527
2953	2021	01	541
2953	2021	02	541
2953	2021	03	360
2953	2021	04	360
2956	2014	02	499
2956	2014	02	417
2956	2014	04	345
2956	2014	04	499
2956	2014	06	131
2956	2014	06	432
2956	2014	08	375
2956	2014	08	92
2956	2014	10	379
2956	2014	10	61
2956	2014	12	389
2956	2015	02	96
2956	2015	02	483
2956	2015	04	466
2956	2015	04	118
2956	2015	06	496
2956	2015	06	91
2956	2015	08	533
2956	2015	08	86
2956	2015	10	490
2956	2015	10	71
2956	2015	12	505
2956	2016	02	540
2956	2016	02	126
2956	2016	04	167
2956	2016	04	515
2956	2016	06	429
2956	2016	06	178
2956	2016	08	165
2956	2016	08	431
2956	2016	10	172
2956	2016	10	445
2956	2016	12	188
2956	2016	12	486
2956	2017	02	530
2956	2017	02	213
2956	2017	04	479
2956	2017	04	194
2956	2017	06	440
2956	2017	06	157
2956	2017	08	398
2956	2017	08	177
2956	2017	10	408
2956	2017	10	155
2956	2017	12	499
2956	2017	12	188
2956	2018	02	459
2956	2018	02	186
2956	2018	04	462
2956	2018	04	160
2956	2018	06	473
2956	2018	06	138
2956	2018	08	451
2956	2018	08	140
2956	2018	10	157
2956	2018	10	149
2956	2018	12	162
2956	2018	12	535
2956	2019	02	585
2956	2019	02	184
2956	2019	04	171
2956	2019	04	598
2956	2019	06	163
2956	2019	06	564
2956	2019	08	157
2956	2019	08	552
2956	2019	10	156
2956	2019	10	485
2956	2019	12	170
2956	2019	12	484
2956	2020	02	205
2956	2020	02	531
2956	2020	03	122
2956	2020	03	273
2956	2020	04	122
2956	2020	04	274
2956	2020	05	108
2956	2020	06	109
2956	2020	06	446
2956	2020	07	106
2956	2020	07	256
2956	2020	08	256
2956	2020	08	106
2956	2020	09	281
2956	2020	09	111
2956	2020	10	281
2956	2020	10	111
2956	2020	11	294
2956	2020	11	130
2956	2020	12	131
2956	2020	12	294
2956	2021	01	150
2956	2021	01	286
2956	2021	02	286
2956	2021	02	150
2956	2021	03	282
2956	2021	03	126
2956	2021	04	282
2956	2021	04	126
2959	2014	02	352
2959	2014	04	316
2959	2014	06	323
2959	2014	08	300
2959	2014	10	280
2959	2014	12	326
2959	2015	02	337
2959	2015	04	357
2959	2015	06	327
2959	2015	08	295
2959	2015	10	297
2959	2015	12	357
2959	2016	02	381
2959	2016	04	371
2959	2016	06	341
2959	2016	08	309
2959	2016	10	513
2959	2016	12	718
2959	2017	02	762
2959	2017	04	624
2959	2017	06	516
2959	2017	08	444
2959	2017	10	399
2959	2017	12	486
2959	2018	02	581
2959	2018	04	564
2959	2018	06	534
2959	2018	08	470
2959	2018	10	473
2959	2018	12	471
2959	2019	02	442
2959	2019	04	306
2959	2019	06	311
2959	2019	08	285
2959	2019	10	273
2959	2019	12	317
2959	2020	02	403
2959	2020	03	197
2959	2020	04	197
2959	2020	06	287
2959	2020	07	150
2959	2020	08	150
2959	2020	09	152
2959	2020	10	152
2959	2020	11	176
2959	2020	12	177
2959	2021	01	224
2959	2021	02	225
2959	2021	03	206
2959	2021	04	207
2960	2014	02	382
2960	2014	04	370
2960	2014	06	327
2960	2014	08	366
2960	2014	10	371
2960	2014	12	381
2960	2015	02	369
2960	2015	04	339
2960	2015	06	353
2960	2015	08	341
2960	2015	10	338
2960	2015	12	366
2960	2016	02	421
2960	2016	04	381
2960	2016	06	350
2960	2016	08	324
2960	2016	10	344
2960	2016	12	410
2960	2017	02	389
2960	2017	04	356
2960	2017	06	352
2960	2017	08	338
2960	2017	10	327
2960	2017	12	372
2960	2018	02	408
2960	2018	04	387
2960	2018	06	365
2960	2018	08	341
2960	2018	10	351
2960	2018	12	361
2960	2019	02	397
2960	2019	04	403
2960	2019	06	398
2960	2019	08	387
2960	2019	10	405
2960	2019	12	439
2960	2020	02	481
2960	2020	03	250
2960	2020	04	250
2960	2020	05	249
2960	2020	06	250
2960	2020	07	251
2960	2020	08	251
2960	2020	09	231
2960	2020	10	231
2960	2020	11	253
2960	2020	12	254
2960	2021	01	279
2960	2021	02	279
2960	2021	03	265
2960	2021	04	266
2963	2014	02	298
2963	2014	04	265
2963	2014	06	921
2963	2014	08	1212
2963	2014	10	725
2963	2014	12	460
2963	2015	02	397
2963	2015	04	402
2963	2015	06	496
2963	2015	08	718
2963	2015	10	568
2963	2015	12	428
2963	2016	02	450
2963	2016	04	456
2963	2016	06	504
2963	2016	08	852
2963	2016	10	675
2963	2016	12	389
2963	2017	02	266
2963	2017	04	226
2963	2017	06	235
2963	2017	08	235
2963	2017	10	213
2963	2017	12	207
2963	2018	02	233
2963	2018	04	205
2963	2018	06	241
2963	2018	08	277
2963	2018	10	248
2963	2018	12	225
2963	2019	02	219
2963	2019	04	191
2963	2019	06	188
2963	2019	08	202
2963	2019	10	265
2963	2019	12	181
2963	2020	02	178
2963	2020	03	118
2963	2020	04	118
2963	2020	05	143
2963	2020	06	143
2963	2020	07	133
2963	2020	08	134
2963	2020	09	113
2963	2020	10	113
2963	2020	11	95
2963	2020	12	95
2963	2021	01	121
2963	2021	02	121
2963	2021	03	110
2963	2021	04	111
2968	2014	02	217
2968	2014	04	235
2968	2014	06	212
2968	2014	08	265
2968	2014	10	227
2968	2014	12	196
2968	2015	02	273
2968	2015	04	247
2968	2015	06	238
2968	2015	08	347
2968	2015	10	230
2968	2015	12	205
2968	2016	02	328
2968	2016	04	256
2968	2016	06	228
2968	2016	10	275
2968	2016	12	296
2968	2017	02	334
2968	2017	04	234
2968	2017	06	252
2968	2017	08	265
2968	2017	10	261
2968	2017	12	227
2968	2018	02	384
2968	2018	04	296
2968	2018	06	260
2968	2018	08	268
2968	2018	10	257
2968	2018	12	270
2968	2019	02	276
2968	2019	04	296
2968	2019	06	244
2968	2019	08	281
2968	2019	10	245
2968	2019	12	234
2968	2020	02	310
2968	2020	03	170
2968	2020	04	170
2968	2020	06	268
2968	2020	07	143
2968	2020	08	143
2968	2020	09	115
2968	2020	10	115
2968	2020	11	117
2968	2020	12	118
2968	2021	01	155
2968	2021	02	156
2968	2021	03	169
2968	2021	04	169
2970	2014	02	397
2970	2014	04	375
2970	2014	06	362
2970	2014	08	373
2970	2014	10	345
2970	2014	12	311
2970	2015	02	428
2970	2015	04	329
2970	2015	06	296
2970	2015	08	306
2970	2015	10	279
2970	2015	12	284
2970	2016	02	362
2970	2016	04	316
2970	2016	06	278
2970	2016	08	277
2970	2016	10	326
2970	2016	12	305
2970	2017	02	426
2970	2017	04	344
2970	2017	06	273
2970	2017	08	271
2970	2017	10	276
2970	2017	12	327
2970	2018	02	507
2970	2018	04	335
2970	2018	06	340
2970	2018	08	321
2970	2018	10	322
2970	2018	12	313
2970	2019	02	391
2970	2019	04	336
2970	2019	06	327
2970	2019	08	350
2970	2019	10	364
2970	2019	12	330
2970	2020	02	466
2970	2020	03	230
2970	2020	04	231
2970	2020	06	302
2970	2020	07	169
2970	2020	08	169
2970	2020	09	160
2970	2020	10	161
2970	2020	11	172
2970	2020	12	172
2970	2021	01	246
2970	2021	02	247
2970	2021	03	216
2970	2021	04	217
2971	2014	02	575
2971	2014	04	507
2971	2014	06	419
2971	2014	08	341
2971	2014	10	342
2971	2014	12	379
2971	2015	02	509
2971	2015	04	445
2971	2015	06	370
2971	2015	08	338
2971	2015	10	353
2971	2015	12	437
2971	2016	02	604
2971	2016	04	555
2971	2016	06	463
2971	2016	10	412
2971	2016	12	464
2971	2017	02	674
2971	2017	04	556
2971	2017	06	431
2971	2017	08	378
2971	2017	10	379
2971	2017	12	476
2971	2018	02	958
2971	2018	04	533
2971	2018	06	421
2971	2018	08	386
2971	2018	10	301
2971	2018	12	452
2971	2019	02	587
2971	2019	04	440
2971	2019	06	372
2971	2019	08	351
2971	2019	10	347
2971	2019	12	372
2971	2020	02	645
2971	2020	03	274
2971	2020	04	275
2971	2020	06	361
2971	2020	07	191
2971	2020	08	191
2971	2020	09	193
2971	2020	10	193
2971	2020	11	174
2971	2020	12	174
2971	2021	01	435
2971	2021	02	436
2971	2021	03	287
2971	2021	04	288
2974	2014	12	154
2974	2015	02	241
2974	2015	04	236
2974	2015	06	188
2974	2015	08	170
2974	2015	10	161
2974	2015	12	202
2974	2016	02	245
2974	2016	04	226
2974	2016	06	188
2974	2016	08	169
2974	2016	10	188
2974	2016	12	233
2974	2017	02	275
2974	2017	04	192
2974	2017	06	134
2974	2017	08	170
2974	2017	10	167
2974	2017	12	181
2974	2018	02	229
2974	2018	04	161
2974	2018	06	168
2974	2018	08	183
2974	2018	10	191
2974	2018	12	217
2974	2019	02	260
2974	2019	04	249
2974	2019	06	229
2974	2019	08	213
2974	2019	10	182
2974	2019	12	195
2974	2020	02	257
2974	2020	03	144
2974	2020	04	145
2974	2020	06	201
2974	2020	07	124
2974	2020	08	124
